nodes,interval,blocksize,SBR,throughput,theoretical_throughput,avg_delay,avg_prop_delay,throughput_markov,waste_rate_markov,SBR_markov,throughput_simple,waste_rate_simple,SBR_simple
512,60.0,5350000,0.32,0.01125488180498291,0.016666666666666666,2.26299,23.87848,0.01657838464839211,8.828201827455772e-05,0.005296921096473463,-0.381308,0.39797466666666664,23.87848
1,110.0,5350000,0.0,0.009470113080726275,0.00909090909090909,NaN,0,0.00909090909090909,0.0,0.0,0.00909090909090909,0.0,0.0
2096,190.0,5350000,0.14,0.004812721833389057,0.005263157894736842,2.26298,27.94287,0.005260120537109983,3.037357626859042e-06,0.0005770979491032179,-0.14180457894736842,0.14706773684210525,27.94287
1,195.0,5350000,0.0,0.005342108922502507,0.005128205128205128,NaN,0,0.005128205128205128,0.0,0.0,0.005128205128205128,0.0,0.0
512,40.0,5350000,0.33,0.017526400893986657,0.025,2.263,24.24595,0.024798308638061803,0.00020169136193819832,0.008067654477527933,-0.58114875,0.60614875,24.24595
512,120.0,5350000,0.2,0.0066347684691386395,0.008333333333333333,2.26304,23.53591,0.008311579460843037,2.1753872490296136e-05,0.0026104646988355366,-0.18779925,0.19613258333333333,23.53591
128,70.0,5350000,0.22,0.01270148044093895,0.014285714285714285,2.26293,20.11182,0.014111745292146162,0.00017396899356812308,0.012177829549768615,-0.273026,0.2873117142857143,20.11182
32,115.0,5350000,0.11,0.007812102681340191,0.008695652173913044,2.26308,17.54293,0.008528710584696647,0.00016694158921639693,0.019198282759885648,-0.1438515652173913,0.15254721739130433,17.54293
2096,75.0,5350000,0.23,0.00993325843656472,0.013333333333333334,2.26298,28.13914,0.013313703328115972,1.9630005217362e-05,0.00147225039130215,-0.36185520000000004,0.37518853333333335,28.13914
1,100.0,5350000,0.0,0.010417133267427605,0.01,NaN,0,0.01,0.0,0.0,0.01,0.0,0.0
128,145.0,5350000,0.12,0.006865229705437022,0.006896551724137931,2.26307,19.12529,0.006857996025033331,3.8555699104600104e-05,0.005590576370167015,-0.125002,0.13189855172413792,19.12529
32,185.0,5350000,0.03,0.004821336922979384,0.005405405405405406,2.26303,16.89776,0.005343269336400987,6.213606900441876e-05,0.01149517276581747,-0.08593383783783785,0.09133924324324326,16.89776
32,15.0,5350000,0.51,0.033236515364077776,0.06666666666666667,2.26306,19.08038,0.05599425434970791,0.01067241231695876,0.1600861847543814,-1.2053586666666667,1.2720253333333333,19.08038
128,180.0,5350000,0.05,0.0050989801274898,0.005555555555555556,2.26299,19.17461,0.005530471480774401,2.508407478115507e-05,0.004515133460607912,-0.10097005555555558,0.10652561111111113,19.17461
128,130.0,5350000,0.12,0.006623539175089712,0.007692307692307693,2.26307,19.0483,0.0076445343006102,4.777339169749278e-05,0.006210540920674061,-0.13883307692307695,0.14652538461538464,19.0483
1,130.0,5350000,0.0,0.008013151183722726,0.007692307692307693,NaN,0,0.007692307692307693,0.0,0.0,0.007692307692307693,0.0,0.0
512,145.0,5350000,0.14,0.0061102979662362045,0.006896551724137931,2.263,23.44158,0.006881712234938872,1.4839489199059203e-05,0.0021517259338635843,-0.15476951724137927,0.16166606896551722,23.44158
32,25.0,5350000,0.35,0.02656105989253395,0.04,2.26305,18.62549,0.036249529244242455,0.0037504707557575474,0.09376176889393868,-0.7050196,0.7450196,18.62549
1,30.0,5350000,0.0,0.0347242116301802,0.03333333333333333,NaN,0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0
32,105.0,5350000,0.1,0.007583430053664143,0.009523809523809525,2.26297,17.69497,0.009321819776315497,0.00020198974749402885,0.02120892348687303,-0.15899971428571433,0.16852352380952385,17.69497
8,75.0,5350000,0.11,0.012572149997315846,0.013333333333333334,2.26319,9.36329,0.012793829480952382,0.0005395038523809524,0.04046278892857143,-0.11151053333333333,0.12484386666666666,9.36329
32,150.0,5350000,0.12,0.00591218128687021,0.006666666666666667,2.26303,17.07014,0.006571186612082738,9.548005458392885e-05,0.014322008187589327,-0.10713426666666666,0.11380093333333333,17.07014
128,185.0,5350000,0.09,0.004953725025361833,0.005405405405405406,2.26301,19.04539,0.005381818934168108,2.3586471237297282e-05,0.004363497178899997,-0.09754264864864866,0.10294805405405406,19.04539
2096,80.0,5350000,0.31,0.009156879412414037,0.0125,2.26297,28.60191,0.012482463327830406,1.7536672169594473e-05,0.0014029337735675578,-0.345023875,0.357523875,28.601909999999997
1,185.0,5350000,0.0,0.0056308725425534886,0.005405405405405406,NaN,0,0.005405405405405406,0.0,0.0,0.005405405405405406,0.0,0.0
512,30.0,5350000,0.42,0.020245873992109777,0.03333333333333333,2.26299,24.63038,0.03296908575019248,0.00036424758314085337,0.010927427494225601,-0.7876793333333333,0.8210126666666666,24.63038
